Company,CrunchBase Profile,Image,Tagline,Year Founded,Market Categories,Address (HQ),City (HQ),State / Region (HQ),Country (HQ),Description,Homepage,Twitter,Acquired by,Acquisitions ID,API
Brilliance Audio,http://www.crunchbase.com/organization/brilliance-audio,"http://a2.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397192222/17f6ccb992c5117a37c6706d6bb46260.jpg",publishes audio books,1984,E-Commerce,"1704 Eaton Drive, Grand Haven, Michigan, United States",Grand Haven,Michigan,United States,"Brilliance Audio, Inc. publishes audio books for consumers, resellers, and librarians in the United States. It produces and manufactures unabridged and abridged recordings on compact disc and MP3-CDs. It also involves in publishing audio books as downloads. In addition, the company produces audio books for other spoken-word audio book publishers, as well as offers audiobook publishing services. Brilliance Audio, Inc. was founded in 1984 and is based in Grand Haven, Michigan. As of May 23, 2007, Brilliance Audio, Inc. is a subsidiary of Amazon.com, Inc.",http://www.brillianceaudioinc.com,,Amazon,Amazon acquired Brilliance Audio in 2007,http://api.crunchbase.com/v/2/organization/brilliance-audio?user_key=0ebdc8274e821149894a240090945265
BuyVIP,http://www.crunchbase.com/organization/buyvip,"http://a2.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397183799/fbccc98cacb143cbf15a72ffe1c62bef.jpg",BuyVIP is an online shopping club offering discounts for members on fashion and lifestyle brands.,2006,"Online Shopping, Sales and Marketing, E-Commerce","33. Edificio Atica 4 planta 2, 28224 Pozuelo de AlarcÃ³n, Madrid, Madrid, Spain",Madrid,Madrid,Spain,"BuyVIP is Europe's leader among Private Sales Clubs. BuyVIP founded in 2006, is the largest Online Shopping Community with more than 3.6 million members in Europe.",http://www.buyvip.com,http://twitter.com/buyvip,Amazon,Amazon acquired BuyVIP in 2010,http://api.crunchbase.com/v/2/organization/buyvip?user_key=0ebdc8274e821149894a240090945265
CDNOW,http://www.crunchbase.com/organization/cdnow,,CDNow is an online retailer of music-related goods.,1994,,"Strawbridge & Clothier building, Jenkintown, Pennsylvania, United States",Jenkintown,Pennsylvania,United States,"CDNOW.com was an online retailer. The company was founded in February 1994 by twin brothers Jason Olim and Matthew Olim of Ambler, Pennsylvania. Initially launched as a telnet service in August 1994, CDNow became a retail website in September 1994' far earlier than most of the dot.com retailers that gained notoriety after 2000.",http://www.cdnow.com,,Amazon,Amazon acquired CDNOW in 2003,http://api.crunchbase.com/v/2/organization/cdnow?user_key=0ebdc8274e821149894a240090945265
Comixology,http://www.crunchbase.com/organization/comixology,"http://a3.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397201511/bde13ddb14022226bb589cd2fbe84054.png","Comixology delivers a cloud-based digital comics platform that enables users to discover, buy and read comics.",2007,Games,"159 West 25th Street 9th floor, New York City, New York, United States",New York City,New York,United States,"Founded in 2007 with the mission of bringing comics to people everywhere, comiXology — in just five short years — has revolutionized the comic book and graphic novel world. From creating the industry leading platform for digital comics to tools and services for brick and mortar retailers, comiXology has lead the charge in exposing new audiences to the rich history and culture of comic books. With the development of the Comics by comiXology digital comics platform — available across iPhone, iPad, Android, Kindle Fire and the Web — comiXology provides the easiest way worldwide for people to enjoy comics at just the click of a button! Regularly ranking as the top grossing iPad app in the entire iTunes App Store, Comics by comiXology was recently selected as a preloaded app on Amazon’s Kindle Fire. Providing digital comics across multiple platforms, comiXology will not stop until everyone on the face of the earth has been turned into a comic book fan.For more information, please visit www.comixology.com.",http://www.comixology.com,http://twitter.com/comixology,Amazon,Amazon acquired Comixology in 2014,http://api.crunchbase.com/v/2/organization/comixology?user_key=0ebdc8274e821149894a240090945265
CustomFlix,http://www.crunchbase.com/organization/customflix,"http://a5.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397198546/53ac4f2503a43b991d62a995b93fcd33.jpg",CustomFlix launched in 2002 when four colleagues decided to make widespread distribution easier for independent filmmakers' they started,2002,,,,,,"CustomFlix launched in 2002 when four colleagues decided to make widespread distribution easier for independent filmmakers' they started CustomFlix, a DVD on-Demand company.",http://www.createspace.com,,Amazon,Amazon acquired CustomFlix in 2005,http://api.crunchbase.com/v/2/organization/customflix?user_key=0ebdc8274e821149894a240090945265
Double Helix Games,http://www.crunchbase.com/organization/double-helix-games,"http://a4.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397184706/70b0f8c8df799f8605eeec854d33c899.jpg",Double Helix Games is an independent game studio with a history that stretches back almost 20 years.,,Games,"9 Pasteur, Suite 100, Irvine, California, United States",Irvine,California,United States,"Double Helix Games is an independent game studio with a history that stretches back almost 20 years. The studio formed officially when Shiny Entertainment, creator of classic games like Earthworm Jim, Sacrifice, MDK and Enter the Matrix, merged with The Collective, Inc., makers of Indiana Jones and the Emperor’s Tomb, Star Wars Episode III: Revenge of the Sith, and Buffy the Vampire Slayer.",http://doublehelixgames.com,http://twitter.com/DoubleHelixGame,Amazon,Amazon acquired Double Helix Games in 2014,http://api.crunchbase.com/v/2/organization/double-helix-games?user_key=0ebdc8274e821149894a240090945265
dpreview,http://www.crunchbase.com/organization/dpreview,"http://a4.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397181179/0f5dff0026ef63975516266568dd8baf.png",dpreview is a digital camera review site publishing reviews and news on the latest digital cameras.,1998,"Reviews and Recommendations, Curated Web, E-Commerce","Seattle, Washington, United States",Seattle,Washington,United States,"dpreview.com is a digital camera review site founded pre-bubble in 1998.  The site publishes reviews and news on the latest digital cameras and gear and helps guide consumers to their choice camera. It is also home to a very active forum.Amazon acquired the company in early May 2007 for an undisclosed sum.  At the time, the website had over 7 million monthly unique viewers. About dpreview, Amazon CEO Jeff Bezos said ""dpreview.com is by far the most authoritative source anywhere for straight talk about new digital cameras""The site now also features lens, printer and software reviews, user galleries and photographic competitions challenges.",http://www.dpreview.com,http://twitter.com/dpreview,Amazon,Amazon acquired dpreview in 2007,http://api.crunchbase.com/v/2/organization/dpreview?user_key=0ebdc8274e821149894a240090945265
Evi,http://www.crunchbase.com/organization/evi,"http://a2.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397182242/fb15ac2686b8c5c3e03f89bb047ac81a.png",Evi is a technology company focused on knowledge base and semantic search engine software.,2005,"Search, Mobile","Poseidon House, Castle Park, Cambridge, United Kingdom, Great Britain",Cambridge,United Kingdom,Great Britain,"TrueKnowledge.com is now Evi.com. True Knowledge are the creators of Evi, the digital personal assistant currently available for both iOS and Android. Evi is the successor to the True Knowledge Answer Engine and utilises natural conversational input to allow a user to ask for information or perform tasks by speaking in a totally natural manner without pre-programmed voice commands. Evi utilises a variety of information sources including her own database of nearly a billion facts as well as numerous external resources. True Knowledge's technology is non statistical, meaning that it knows when it cannot understand the user's question or provide an answer. This it allows it to complement existing search technologies producing its direct answers when it can and other results such as standard internet search results when it cannot.",http://www.evi.com,http://twitter.com/EviKnows,Amazon,Amazon acquired Evi in 2013,http://api.crunchbase.com/v/2/organization/movirtu?user_key=0ebdc8274e821149894a240090945265
Exchange.Com,http://www.crunchbase.com/organization/exchange-com,,Exchange.Com was added to CrunchBase in 2010,,,,,,,,,,Amazon,Amazon acquired Exchange.Com in 1999,http://api.crunchbase.com/v/2/organization/exchange-com?user_key=0ebdc8274e821149894a240090945265
Fabric.com,http://www.crunchbase.com/organization/fabric-com,"http://a4.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397189216/89cb3ff5ce74b61dc37da61324860730.jpg","Formerly known as Phoenix Textiles Group, Fabric.com is a wholesale distributor of apparel fabrics.",1999,Curated Web,,,,,"Formerly known as Phoenix Textiles Group, Fabric.com is a wholesale distributor of apparel fabrics.",http://www.fabric.com,,Amazon,Amazon acquired Fabric.com in 2008,http://api.crunchbase.com/v/2/organization/fabric-com?user_key=0ebdc8274e821149894a240090945265
Goodreads,http://www.crunchbase.com/organization/goodreads,"http://a5.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397182752/22e4ce753d993dd4a663433dc8512e6f.jpg","Goodreads is a website that allows users to find, share, recommend and review the books they love.",2007,"Networking, Curated Web, Textbooks","1444 9th St, Suite B, Santa Monica, California, United States",Santa Monica,California,United States,"Goodreads is the world’s largest site for readers and book recommendations. Founded in 2007, Goodreads is where readers find and share books they love. As of July 2013, Goodreads has 19 million members who have added more than 600 million books to their shelves and written more than 25 million reviews. Loved by avid and casual readers alike, Goodreads members can discover new books by seeing what their friends are reading or by using the Goodreads Book Recommendation Engine; share ratings and recommendations; track what they have read, and list what they want to read. Goodreads is also a place where more than 77,000 authors connect with readers. Goodreads is a subsidiary of Amazon AMZN.",http://www.goodreads.com,http://twitter.com/goodreads,Amazon,Amazon acquired Goodreads in 2013,http://api.crunchbase.com/v/2/organization/goodreads?user_key=0ebdc8274e821149894a240090945265
IMDB,http://www.crunchbase.com/organization/imdb,"http://a5.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397192912/ee4904a475a28a5cfced14f8245e3475.jpg","IMDb is a searchable online database containing millions of content related to movies, TV shows, celebrities and crew.",1990,"Reviews and Recommendations, Curated Web, Television, Promotional, Entertainment","Seattle, Washington, United States",Seattle,Washington,United States,"IMDb is the world's most popular and authoritative source for movie, TV and celebrity content with more than 100 million unique visitors per month. IMDb offers a searchable database of more than 1.8 million movies, TV and entertainment programs and more than 3.8 million cast and crew members. IMDb.com, a consumer website, provides showtimes, trailers, reviews, photo galleries, a newsdesk, quotes and box office data. A free service, IMDb.com celebrated its 20th anniversaryin October 2010. IMDb's popular Movies TV app for iPhone and iPad h has been installed by more than 10 million consumers and is available worldwide in 7 languages. IMDb's mobile platform also features a leading Android app and a mobile optimized website  IMDb Pro www.imdbpro.com is a subscription version of IMDb designed exclusively for professionals who work in the entertainment industry. IMDb Pro provides contact information, in production listings for film and television projects and exclusive STARmeter rankings that are determined by user searches on IMDb. Additionally, IMDb owns and operates Withoutabox www.withoutabox.com, a marketplace for film festivals and filmmakers, and Box Office Mojo www.boxofficemojo.com, the leading online box office reporting service. IMDb.com is operated by IMDb.com, Inc, a wholly-owned subsidiary of Amazon.com.",http://www.imdb.com,http://twitter.com/IMDb,Amazon,Amazon acquired IMDB in 1998,http://api.crunchbase.com/v/2/organization/imdb?user_key=0ebdc8274e821149894a240090945265
